Site ID,Site Name,Latitude,Longitude,Elevation,Remarks,Agency Landowner,Aspect,Created Date,Area Name,Group Name,State,Status,Slope
"720","Long Canyon","42.05083333333333","-120.0286111111111","5700","","BLM - Bureau of Land Management","S","2008-09-29T05:00Z","Northwest","NW12-LFC","Oregon","Active","0"
"752","Markleeville","38.7275","-119.78611111111111","5957","NP3A - CCD","BLM - Bureau of Land Management","E","2009-09-26T05:00Z","Great Basin","Nevada","Nevada","Active","0"
"721","Long Doctor","38.49611111111111","-119.19861111111112","6600","Turn off of Hwy 338 onto Long Doctor Spring Rd and take the road to the cattle landing (approximately .1 miles). Sample in between the Long Doctor Spring Rd and the road that parallels the Hwy 338. Nearest RAWS station is Walker, which is not available on NFMD (listed as Fish Springs)","USFS - US Forest Service","","2011-03-23T05:00Z","Great Basin","Humboldt-Toiyabe NF","Nevada","Active","0"
"725","Lopez Lake","35.19333333333333","-120.44500000000001","1090","","S&PF - State and Private Forestry","","2009-03-09T05:00Z","Southern California","CAL FIRE San Luis Obispo Unit","California","Active","0"
"727","Los Gatos","36.20916666666667","-120.51194444444444","1533","","S&PF - State and Private Forestry","","2011-08-31T05:00Z","Southern California","CDF Fresno-Kings Unit","California","Active","0"
"1969","East Mesa","37.2967","-112.9027","6500","QUGA, PIED, ARPA, 10-hr, 1000-hr","NPS - National Park Service","null","2025-03-31T06:00Z","Great Basin","Southern Utah NPS","Utah","Active","null"
"728","Los Robles, Thousand Oaks","34.17166666666667","-118.88222222222221","900","","S&PF - State and Private Forestry","S","2009-07-07T05:00Z","Southern California","Ventura County FD","California","Active","0"
"732","Louella","47.995","-123.08472222222221","1500","Cougar Mtn. RAWS would be best represented station, however station is not listed on dropdown menu","USFS - US Forest Service","S","2017-07-11T05:00Z","Northwest","NW01-OLF","Washington","Inactive","10"
"734","Lovell Canyon","36.08166666666667","-115.56194444444444","5040","Head north on Lovell Canyon Rd off of Hwy 160 for 4.7 miles, then turn left onto the 2-track labled 25918 and the sampling site is 300 feet down on the west side of the 2-track.","USFS - US Forest Service","S","2011-04-07T05:00Z","Great Basin","Humboldt-Toiyabe NF","Nevada","Active","2"
"736","Lower Cow Mountain","39.12444444444444","-123.12555555555555","1120","","N/A","SW","2021-01-08T06:00Z","Northern California","PGE - NOCC","California","Active","0"
"740","Lucky Springs","39.46222222222222","-115.93555555555555","7511","N6C","BLM - Bureau of Land Management","SW","2010-07-08T05:00Z","Great Basin","Nevada","Nevada","Active","0"
"742","MacPherson","47.88916666666667","-116.14444444444445","2950","","USFS - US Forest Service","S","2014-07-07T05:00Z","Northern Rockies","Idaho Panhandle National Forest","Idaho","Active","0"
"743","Mad Ridge Fuel Break","40.42916666666667","-123.50055555555555","3492","Secondary site - Ridgetop site on a north-south ridge within the Mad Ridge Fuelbreak. 2008 Mad Fire within 150ft.","USFS - US Forest Service","","2012-02-17T06:00Z","Northern California","Six Rivers NF","California","Active","20"
"744","Mad River","40.46527777777778","-123.53138888888888","2578","Six Rivers National Forest, Mad River Ranger District, Trinity County. HISTORY: Fuel treatment area next to USFS Mad River District Office. FUELS:  Fuel Model B. Manzanita, 60% cover, average height 15 feet. Also white oak and Douglas-fir. TOPOGRAPHY: Elevation is 2578 feet, South - Southwest aspect. Bottom of the slope with a 15% slope.","USFS - US Forest Service","SW","2012-05-31T05:00Z","Northern California","Six Rivers NF","California","Active","15"
"769","Mid-Gunflint Trail","48.04361111111111","-90.4563888888889","1890","Fuel samples taken off of FR 1334, at mid-Gunflint Trail on the Gunflint District.

Dead fuel moisture samples are from conifer only.","USFS - US Forest Service","","2011-06-27T05:00Z","Eastern Area","MNCC Predictive Services","Minnesota","Active","0"
"768","Meyers Saddle","47.676944444444445","-116.615","2850","","USFS - US Forest Service","S","2014-07-07T05:00Z","Northern Rockies","Idaho Panhandle National Forest","Idaho","Active","0"
"748","Manhattan","38.54805555555556","-117.035","7632","Drive 1.2 miles beyond forest boundary sign on 014 road, site is about 200 ft before the orange reflector on the north side of the road. Samples to be taken on the slope that is to the north of the road. Nearest RAWS station is Quima Peak, which is not available on NFMD.","USFS - US Forest Service","S","2011-05-02T05:00Z","Great Basin","Humboldt-Toiyabe NF","Nevada","Active","30"
"749","Manzanita Lake","40.53972222222222","-121.575","5800","","NPS - National Park Service","","2021-07-12T05:00Z","Northern California","Lassen NP","California","Active","0"
"2033","ABD Cerro Comadre","34.9461","-108.1779","7590","","BLM - Bureau of Land Management","null","2025-04-09T06:00Z","Southwest","BLM - Albuquerque District","New Mexico","Active","null"
"199","Cemetery Road","38.066111111111105","-119.08388888888888","6481","North of Lee Vining","USFS - US Forest Service","","2023-01-04T06:00Z","Southern California","Inyo NF","California","Active","0"
"750","Manzanita Lake","40.546388888888885","-121.57972222222222","5748","","USFS - US Forest Service","","2022-09-07T05:00Z","Northern California","Lassen NF","California","Active","0"
"753","Marshall Grade","38.816111111111105","-120.89583333333334","1000","Site moved to Salmon Falls because of changes to access.","S&PF - State and Private Forestry","W","2011-01-13T06:00Z","Northern California","CalFire Amador-Eldorado Unit","California","Active","10"
"757","McCloud (SHF)","41.29361111111111","-122.05444444444444","3590","Site located off of the Pilgrim Creek Road, where the road crosses Mud Creek. 1000 Hr samples at this location are exposed, receiving very little shade.

Ponderosa pine collections are needles for foliar moisture content and do not include woody material.","USFS - US Forest Service","","2010-08-20T05:00Z","Northern California","Shasta-Trinity NF","California","Active","0"
"759","McCoy Ridge","39.49138888888889","-115.99138888888889","7467","NP6A","BLM - Bureau of Land Management","NE","2009-09-26T05:00Z","Great Basin","Nevada","Nevada","Active","0"
"763","McKenzie - Prather","37.17638888888889","-119.58972222222222","900","","S&PF - State and Private Forestry","SE","2022-02-10T06:00Z","Southern California","CDF Fresno-Kings Unit","California","Active","0"
"765","Memaloose","45.433055555555555","-116.69305555555556","6623","","USFS - US Forest Service","E","2016-06-23T05:00Z","Northwest","NW11-WWF","Oregon","Active","10"
"773","Midpines - Old Growth","37.56666666666667","-119.92500000000001","3058","New site 2020 replaces Mt. Ophir burned in Detwiler Fire","S&PF - State and Private Forestry","SW","2020-07-22T05:00Z","Southern California","CAL FIRE Madera-Mariposa-Merced Unit","California","Active","50"
"772","Midpines - New Growth","37.56666666666667","-119.92500000000001","3058","New site 2020 replaces Mt. Ophir burned in Detwiler Fire","S&PF - State and Private Forestry","SW","2020-07-22T05:00Z","Southern California","CAL FIRE Madera-Mariposa-Merced Unit","California","Active","50"
"775","Mill Canyon","38.448055555555555","-119.49","7026","Drive approximately 6.8 miles down the Mill Canyon Rd (7.2 miles from the 395 turnoff) and park in the turn located north of the creek (38-26.882, 119-29.295, with red and white candystripe flagging). Site is located approximately 500 ft west of turnout.","USFS - US Forest Service","SE","2011-06-22T05:00Z","Great Basin","Humboldt-Toiyabe NF","Nevada","Active","5"
"761","McDuffy","43.73305555555556","-85.75666666666666","938","","USFS - US Forest Service","S","2011-04-15T05:00Z","Eastern Area","Huron-Manistee NF","Michigan","Active","0"
"782","Mio","44.7257","-84.2932","1205","","S&PF - State and Private Forestry","S","2010-06-30T05:00Z","Eastern Area","MI-DNR","Michigan","Active","0"
"783","604 & Eggleston.- ARCHIVED","44.565555555555555","-84.08944444444444","1215","Archived site- No longer a sample site. ","USFS - US Forest Service","","2011-04-24T05:00Z","Eastern Area","Huron-Manistee NF","Michigan","Inactive","0"
"1970","Stave Spring","37.2676","-112.8995","6450","PIPO, QUGA, JUSC, ARTR, Duff, 10-hr","NPS - National Park Service","null","2025-03-31T06:00Z","Great Basin","Southern Utah NPS","Utah","Active","null"
"1096","Silver Fork","38.7158","-120.22","5600","Replaced due to Caldor Fire 2021","USFS - US Forest Service","S","2016-01-05T06:00Z","Northern California","Eldorado NF","California","Active","20"
"2034","CIF Sargent Canyon","33.9093","-107.6326","7675","PJ Woodland/Ponderosa - Weather spun on-site. 10 hour moisture measured with 100g fuel stick.","USFS - US Forest Service","null","2025-04-11T06:00Z","Southwest","USFS - Cibola NF","New Mexico","Active","null"
"210","ZZZ - CIF Monica","33.8913","-107.4909","9635","","USFS - US Forest Service","N","2013-05-22T05:00Z","Southwest","USFS - Cibola NF","New Mexico","Inactive","50"
"268","Compartment 03 SEB","30.728888888888886","-82.14","124","Site is west of bat houses within transitional zone of swamp and faltwoods.","USFS - US Forest Service","W","2010-07-19T05:00Z","Southern","R4 D3 FWS","Georgia","Active","0"
"784","Snags- ARCHIVED","44.566944444444445","-83.96861111111112","1241","Archived site- No longer a sample site. ","USFS - US Forest Service","","2011-04-24T05:00Z","Eastern Area","Huron-Manistee NF","Michigan","Inactive","0"
"785","Valley & Howard","44.55027777777777","-84.21027777777778","1198","","USFS - US Forest Service","","2011-04-24T05:00Z","Eastern Area","Huron-Manistee NF","Michigan","Active","0"
"786","Hagaman Rd.","44.615","-84.31972222222223","1183","","USFS - US Forest Service","","2011-04-24T05:00Z","Eastern Area","Huron-Manistee NF","Michigan","Active","0"
"811","MSS Burnt Butte","61.561388888888885","-148.99194444444444","120","Manual PAAQ RAWS","S&PF - State and Private Forestry","E","2014-05-13T05:00Z","Alaska","AK Interagency","Alaska","Active","1"
"810","MSC","30.45","-88.66166666666668","0","RAWS stn 228202","USFS - US Forest Service","","2007-11-20T06:00Z","Southern","MS NWRs","Mississippi","Active","0"
"831","NETX_Fan_TX","33.73777777777778","-95.9175","300","Dec 13, 2013 by Scasny (SACC): Johnson Grass no longer sampled. Ref Call from Bill Spencer.","S&PF - State and Private Forestry","S","2007-11-20T06:00Z","Southern","Texas State Forestry","Texas","Active","0"
"833","NETX_KAUF_TX","32.75416666666667","-96.13277777777778","589","","S&PF - State and Private Forestry","S","2017-06-13T05:00Z","Southern","Texas State Forestry","Texas","Active","0"
"834","NETX_RedR_TX","33.69888888888889","-95.05805555555555","300","Dec 13, 2013 by Scasny (SACC): Johnson Grass no longer sampled. Ref Call from Bill Spencer.","S&PF - State and Private Forestry","S","2007-11-20T06:00Z","Southern","Texas State Forestry","Texas","Active","0"
"835","NETX_Rusk_TX","32.166666666666664","-94.81","300","Dec 13, 2013 by Scasny (SACC): Johnson Grass no longer sampled. Ref Call from Bill Spencer.","S&PF - State and Private Forestry","S","2007-11-20T06:00Z","Southern","Texas State Forestry","Texas","Active","0"
"804","Mountain","32.57888888888889","-117.47722222222222","400","","OTHR - Other","SE","2016-06-22T05:00Z","Southern California","Camp Pendleton","California","Active","0"
"836","NETX_Wood_TX","32.76277777777778","-95.25194444444445","300","Added Yaupon on 7-02-10
Dec 13, 2013 by Scasny (SACC): Johnson Grass no longer sampled. Ref Call from Bill Spencer.","S&PF - State and Private Forestry","S","2007-11-20T06:00Z","Southern","Texas State Forestry","Texas","Active","0"
"795","Moor Summit","41.11","-114.81083333333333","6165","","BLM - Bureau of Land Management","NW","2019-06-20T05:00Z","Great Basin","Nevada","Nevada","Active","1"
"800","Mosquito Ridge Gorman Ranch","39.01166666666666","-120.75777777777778","1920","This site was burned in 2022 during the Mosquito Fire. The may no longer be a viable fuels sampling/monitoring site.","USFS - US Forest Service","SE","2017-04-19T05:00Z","Northern California","Tahoe NF","California","Active","0"
"801","Mount Hamilton","37.34388888888889","-121.60805555555555","3640","Mule Trail. Climactic Zone: Diablo-Salinas Valley. South aspect about 25ft to 50ft below ridge line. Moderate brush annual grass. Samples taken on the 1st of the month. Site burned over in 2020.","S&PF - State and Private Forestry","S","2010-10-12T05:00Z","Northern California","CalFire Santa Clara Unit","California","Inactive","80"
"802","Mount Provo1 - Archive","38.013888888888886","-120.18666666666667","4400","Historic collection site, no longer available","USFS - US Forest Service","S","2011-01-04T06:00Z","Southern California","Stanislaus NF","California","Active","10"
"2230","Page Tank","35.8115","-111.9827","6560","","USFS - US Forest Service","null","2020-05-01T07:00Z","Southwest","USFS - Kaibab NF","Arizona","Active","null"
"1999","TNF - Ashdale","33.9652","-111.8665","3338","","USFS - US Forest Service","null","2024-01-01T08:00Z","Southwest","USFS - Tonto NF","Arizona","Active","null"
"803","Mount Shasta","41.35055555555556","-122.29472222222222","4441","The site is located approximately 3 miles up Everitt Memorial Highway. 1000 Hr. samples at this site are shaded.

Ponderosa pine collections are needles for foliar moisture content and do not include woody material.

Sample site will be moved in 2019 as a new project will disturb the site.","USFS - US Forest Service","S","2010-08-20T05:00Z","Northern California","Shasta-Trinity NF","California","Active","0"
"805","Mountain Empire","32.76555555555556","-116.49027777777778","3280","","N/A","SW","2013-06-07T05:00Z","Southern California","SDG&E","California","Active","0"
"807","Mountain Home Ranch","38.569722222222225","-122.62805555555555","1100","","N/A","S","2021-02-24T06:00Z","Northern California","PGE - NOCC","California","Active","0"
"808","Mountain Quail","39.64","-120.43527777777778","5000","","USFS - US Forest Service","E","2019-05-16T05:00Z","Northern California","Tahoe NF","California","Active","10"
"812","Mt Elizabeth RAWS","38.06305555555555","-120.2475","4942","","USFS - US Forest Service","","2014-01-21T06:00Z","Southern California","Stanislaus NF","California","Active","0"
"884","Panoramic","63.89611111111111","-145.275","1227","RAWS: JCKA2 (Jarvis Creek)","S&PF - State and Private Forestry","E","2018-06-19T05:00Z","Alaska","AK Interagency","Alaska","Active","1"
"859","NOTX_Clay_TX","33.763333333333335","-98.39","925","","S&PF - State and Private Forestry","S","2009-02-06T06:00Z","Southern","Texas State Forestry","Texas","Active","0"
"860","NOTX_Hood_TX","32.45777777777778","-97.82416666666666","792","","S&PF - State and Private Forestry","W","2008-08-04T05:00Z","Southern","Texas State Forestry","Texas","Active","0"
"861","NOTX_Palo_TX","32.86555555555556","-98.55722222222222","1212","","S&PF - State and Private Forestry","S","2008-08-04T05:00Z","Southern","Texas State Forestry","Texas","Active","0"
"862","NOTX_Wise_TX","33.35527777777778","-97.59472222222222","1040","","S&PF - State and Private Forestry","S","2009-01-21T06:00Z","Southern","Texas State Forestry","Texas","Active","0"
"864","Oak Flat","34.47138888888889","-118.91083333333334","2817","","USFS - US Forest Service","S","2012-06-22T05:00Z","Southern California","Los Padres NF","California","Active","20"
"866","Oak Knoll","41.83861111111111","-122.85027777777778","1940","","USFS - US Forest Service","","2010-08-19T05:00Z","Northern California","Klamath NF","California","Active","0"
"867","Oak Run","40.72833333333333","-122.02","1930","","N/A","SW","2020-06-02T05:00Z","Northern California","PGE - NOCC","California","Active","0"
"868","Oakhurst","37.418055555555554","-119.62916666666666","4000","","N/A","S","2020-08-28T05:00Z","Southern California","PGE-SOCC","California","Active","0"
"872","N. Yuba Old Camptonville","39.44888888888889","-121.06027777777777","2780","FBPS Model","USFS - US Forest Service","SE","2010-09-17T05:00Z","Northern California","Tahoe NF","California","Inactive","0"
"871","Old Camptonville manzanita","39.44888888888889","-121.06027777777777","2780","FBPS Model","USFS - US Forest Service","SE","2010-09-14T05:00Z","Northern California","Tahoe NF","California","Inactive","0"
"873","Old Man CG","40.85333333333333","-122.40777777777778","1200","","USFS - US Forest Service","S","2010-08-25T05:00Z","Northern California","Shasta-Trinity NF","California","Inactive","15"
"874","Old Toll Road","38.63333333333333","-122.595","1200","","OTHR - Other","S","2020-06-01T05:00Z","Northern California","PGE - NOCC","California","Active","0"
"875","Onion Valley","39.26138888888889","-120.65166666666667","4200","","USFS - US Forest Service","NW","2017-04-19T05:00Z","Northern California","Tahoe NF","California","Active","0"
"876","OR-WWF Elk Creek","44.757777777777775","-117.97111111111111","6576","","USFS - US Forest Service","W","2016-07-20T05:00Z","Northwest","NW11-WWF","Oregon","Active","5"
"733","Lovell Canyon","36.07916666666667","-115.535","5440","TOF5B","USFS - US Forest Service","S","2009-09-26T05:00Z","Great Basin","Nevada","Nevada","Active","0"
"877","Oregon House","39.32944444444445","-121.26","1850","","N/A","S","2020-11-20T06:00Z","Northern California","PGE - NOCC","California","Active","0"
"880","Oxman","44.65333333333333","-117.54833333333333","3400","Sagebrush sampling site established in 1995. Inactive.","BLM - Bureau of Land Management","NE","2008-02-05T06:00Z","Northwest","NW11-VAD","Oregon","Inactive","3"
"855","North Peacock","44.16305555555555","-85.80527777777777","956","","USFS - US Forest Service","S","2015-05-08T05:00Z","Eastern Area","Huron-Manistee NF","Michigan","Active","0"
"893","Pass Creek Pass","48.797777777777775","-117.12583333333333","5420","","USFS - US Forest Service","","2017-08-15T05:00Z","Northern Rockies","Idaho Panhandle National Forest","Idaho","Active","0"
"897","Paynes Creek Sportsmans Club","40.30777777777777","-121.81138888888889","2970","site has not been sampled since July 2024 due to the Park Fire","S&PF - State and Private Forestry","","2021-07-07T05:00Z","Northern California","CalFire Tehama-Glenn Unit","California","Active","0"
"900","Peavine","38.79944444444444","-120.46611111111112","4819","","USFS - US Forest Service","E","2010-09-08T05:00Z","Northern California","Eldorado NF","California","Active","60"
"901","Pebble","38.68805555555555","-120.41444444444446","5200","","USFS - US Forest Service","S","2011-07-14T05:00Z","Northern California","Eldorado NF","California","Active","0"
"2032","CIF Water Canyon","34.0018","-107.1454","7550","Dry Mixed Conifer","USFS - US Forest Service","null","2025-04-11T06:00Z","Southwest","USFS - Cibola NF","New Mexico","Active","null"
"903","Pebble Beach Old Growth","36.59111111111111","-121.9363888888889","350","BEU Battalion 1.  Pebble Beach, SFB Morse Botanical Reserve.  Collection site off Fire Road 1.","S&PF - State and Private Forestry","S","2011-05-02T05:00Z","Southern California","CDF BEU","California","Active","10"
"902","Pebble Beach New Growth","36.59111111111111","-121.9363888888889","350","BEU Battalion 1.  Pebble Beach, SFB Morse Botanical Reserve.  Collection site off Fire Road 1.","S&PF - State and Private Forestry","S","2011-05-02T05:00Z","Southern California","CDF BEU","California","Active","10"
"905","Peddler","38.568333333333335","-120.26694444444445","7100","Access to the sample site can be delayed following heavy snow years.","USFS - US Forest Service","S","2011-07-14T05:00Z","Northern California","Eldorado NF","California","Active","0"
"913","Pike County","39.50361111111111","-121.21222222222222","3360","Depending on snow conditions, sampling may not begin until April and may end in October.

Site contact is Jason Vermillion, (530) 532-7434.","USFS - US Forest Service","W","2011-04-01T05:00Z","Northern California","Plumas NF","California","Active","5"
"914","Pillsbury","39.433611111111105","-122.9738888888889","2214","FBPS model TL5","USFS - US Forest Service","","2021-06-03T05:00Z","Northern California","Mendocino NF","California","Active","25"
"915","Pine Acres","38.39055555555556","-120.6325","2700","","N/A","S","2020-08-28T05:00Z","Southern California","PGE-SOCC","California","Active","0"
"916","Pine Cove","33.72166666666667","-116.7225","5020","","S&PF - State and Private Forestry","S","2007-05-27T05:00Z","Southern California","CAL FIRE Riverside Unit","California","Active","50"
"917","Pine Creek","36.12305555555555","-115.46416666666667","3982","N5F","BLM - Bureau of Land Management","S","2008-08-15T05:00Z","Great Basin","Nevada","Nevada","Active","0"
"756","McCloud","41.2619","-122.0406","3470","","S&PF - State and Private Forestry","S","2011-03-16T05:00Z","Northern California","CalFire Siskiyou Unit","California","Active","0"
"879","Owens Camp","38.7375","-120.2273","5958","Replaced the Silver Fork site","USFS - US Forest Service","S","2023-06-02T05:00Z","Northern California","Eldorado NF","California","Active","0"
"894","Path_Ridge","38.473333333333336","-79.2","1800","Need to get correct elevation, these samples were prior to pine being collected.","USFS - US Forest Service","","2013-12-31T06:00Z","Southern","USFS GW-JEFF","Virginia","Active","0"
"895","Path_Ridge2","38.473333333333336","-79.2","1800","Started sampling Pine.  Huckleberry and Blueberry are mixed together.  Need to confirm elevation.","N/A","","2014-01-02T06:00Z","Southern","USFS GW-JEFF","Virginia","Active","0"
"899","Peacock Trail","43.93527777777778","-85.87833333333333","902","","USFS - US Forest Service","S","2011-04-15T05:00Z","Eastern Area","Huron-Manistee NF","Michigan","Active","0"
"922","Pines Point","43.50333333333333","-86.155","710","","USFS - US Forest Service","S","2020-06-09T05:00Z","Eastern Area","Huron-Manistee NF","Michigan","Active","0"
"937","Pocosin Lakes NWR","35.746944444444445","-76.51083333333334","16","RAWS stn 315201","USFS - US Forest Service","","2007-12-18T06:00Z","Southern","NC NWRs","North Carolina","Active","0"
"942","ponderosa","35.998333333333335","-121.38527777777779","1651","","USFS - US Forest Service","S","2012-06-19T05:00Z","Southern California","Los Padres NF","California","Active","30"
"946","Ponderosa Basin Manzanita, Whiteleaf Old","37.476111111111116","-119.75972222222222","4000","Live samples have been taken in this area since 2015.","USFS - US Forest Service","SW","2016-08-13T05:00Z","Southern California","Sierra NF","California","Active","10"
"945","Ponderosa Basin Manzanita, Whiteleaf New","37.476111111111116","-119.75972222222222","4000","Live samples have been taken in this area since 2015.","USFS - US Forest Service","SW","2016-08-13T05:00Z","Southern California","Sierra NF","California","Active","10"
"944","Ponderosa Basin Ceanothus, Buckbrush Old","37.476111111111116","-119.75972222222222","4000","Live samples have been taken in this area since 2015.","USFS - US Forest Service","SW","2016-08-13T05:00Z","Southern California","Sierra NF","California","Active","10"
"943","Ponderosa Basin Ceanothus, Buckbrush New","37.476111111111116","-119.75972222222222","4000","Live samples have been taken in this area since 2015.","USFS - US Forest Service","SW","2016-08-13T05:00Z","Southern California","Sierra NF","California","Active","10"
"947","Poonkinney Ridge","39.731388888888894","-123.31638888888888","2760","","N/A","SW","2021-01-08T06:00Z","Northern California","PGE - NOCC","California","Active","0"
"949","Posta Mountain","32.78444444444444","-116.4","4548","","N/A","E","2013-06-07T05:00Z","Southern California","SDG&E","California","Active","0"
"950","Potrero Station","32.62416666666667","-116.565","2981","On 1.16.2020 the Potrero site was moved from N 32 35`` 18```` W 116 32`` 39```` to N 32 37`` 27```` W 116 33`` 54````. Old site was no longer accessible due to road deterioration. New site is similar in elevation and fuels and is approximately 3 miles N, NW from the old site.","S&PF - State and Private Forestry","N","2010-10-05T05:00Z","Southern California","CAL FIRE San Diego Unit","California","Active","21"
"952","Prattville","40.20138888888889","-121.14722222222223","4500","","USFS - US Forest Service","S","2022-07-27T05:00Z","Northern California","Lassen NF","California","Active","0"
"957","Pulgas","37.48861111111111","-122.31888888888888","360","The Pulgas site, established in the early 2000s, is located near the Belmont FFS. Samples have been taken near the Belmont FFS since the late 1970s.  Due to their proximity and similar site conditions, historical data labled as Belmont has been incorporated into the Pulgas site.","S&PF - State and Private Forestry","W","2012-03-01T06:00Z","Northern California","CalFire San Mateo- Santa Cruz Unit","California","Active","10"
"958","Quail Hollow Ranch","37.086111111111116","-122.06694444444445","650","Collection schedule is bi-monthly on the 1st and 15th during fire season, monthly outside of fire season.","S&PF - State and Private Forestry","S","2018-08-22T05:00Z","Northern California","CalFire San Mateo- Santa Cruz Unit","California","Active","10"
"522","Green Corner","35.7975","-83.09944444444444","2360","","USFS - US Forest Service","SW","2017-06-02T05:00Z","Southern","TN Cherokee N Zone","Tennessee","Active","60"
"960","Quartz Hill New Growth","40.63611111111111","-122.42194444444445","785","","S&PF - State and Private Forestry","","2021-05-06T05:00Z","Northern California","CalFire Shasta-Trinity Unit","California","Inactive","0"
"961","Quartz Hill","40.63583333333333","-122.42194444444445","785","","S&PF - State and Private Forestry","","2021-05-06T05:00Z","Northern California","CalFire Shasta-Trinity Unit","California","Active","0"
"984","Red Oak","44.72361111111111","-84.29583333333333","1201","Sample site will be at the same site we collect Jack Pine Fuels samples. JP with small grass openings.



Equipment used to oven dry samples:

Convection Oven- 

Model-Farberware, Turbo-Oven  

225 degrees for 24 hours

Use an oven thermometer to verify temp setting

Samples are collected in a sealable tin Can, one half pint size



Scales Used:

OHAUS  Triple Beam 700 Meteric Series

Without attachment weights","S&PF - State and Private Forestry","S","2011-04-08T05:00Z","Eastern Area","MI-DNR","Michigan","Active","0"
"990","Rex Bridge","64.21638888888889","-149.29944444444445","702","","S&PF - State and Private Forestry","","2013-07-19T05:00Z","Alaska","AK Interagency","Alaska","Active","0"
"995","RGPL_Dimmit_TX","28.3","-99.39416666666668","475","","S&PF - State and Private Forestry","S","2009-01-23T06:00Z","Southern","Texas State Forestry","Texas","Active","0"
"1013","Rome-New Needles LFM","44.245555555555555","-89.81444444444445","873","Samples are current year needles only.  Trees are from pre-commercial (never thinned) plantations.","S&PF - State and Private Forestry","","2013-03-13T05:00Z","Eastern Area","WI-DNR","Wisconsin","Active","0"
"1012","Rome-Mixed Mature LFM","44.245555555555555","-89.81444444444445","873","Samples were full-stem (needles & woody growth), extending to two growth nodes plus new growth until bud set, thereafter new growth plus one year.  Trees were from  plantations that had been thinned at least once.","S&PF - State and Private Forestry","","2013-03-13T05:00Z","Eastern Area","WI-DNR","Wisconsin","Active","0"
"1011","Rome-Mixed Immature LFM","44.245555555555555","-89.81444444444445","873","Samples were full-stem (needles & woody growth), extending to two growth nodes plus new growth until bud set, thereafter new growth plus one year.  Trees were from plantations that had never been thinned.","S&PF - State and Private Forestry","","2013-03-13T05:00Z","Eastern Area","WI-DNR","Wisconsin","Active","0"
"1014","Rome-Old Needles LFM","44.245555555555555","-89.81444444444445","873","Samples are old needles (previous year or older).  Trees are in pre-commercial (never thinned) plantations.","S&PF - State and Private Forestry","","2013-03-13T05:00Z","Eastern Area","WI-DNR","Wisconsin","Active","0"
"1015","Rome-RWC","44.2425","-89.82888888888888","873","Relative water content values for needles only, with samples taken from pre-commercial plantations.","S&PF - State and Private Forestry","","2013-04-17T05:00Z","Eastern Area","WI-DNR","Wisconsin","Active","0"
"1017","ROPL_Brown_TX","31.64472222222222","-98.95666666666666","1560","Camp Bowie.  Established in August, 2018.","S&PF - State and Private Forestry","S","2019-05-20T05:00Z","Southern","Texas State Forestry","Texas","Active","0"
"523","Greenhorn Yreka","41.7116","-122.6589","2780","","S&PF - State and Private Forestry","N","2011-03-08T06:00Z","Northern California","CalFire Siskiyou Unit","California","Active","10"
"496","Glendora Motorway","34.1658","-117.8614","2453","","USFS - US Forest Service","W","2010-12-14T06:00Z","Southern California","Angeles NF","California","Active","23"
"1018","ROPL_Cottle_TX","34.14416666666666","-100.36277777777777","1798","","S&PF - State and Private Forestry","SW","2008-08-14T05:00Z","Southern","Texas State Forestry","Texas","Active","0"
"1019","ROPL_Hardeman_TX","34.111111111111114","-99.755","1456","","S&PF - State and Private Forestry","S","2012-11-30T06:00Z","Southern","Texas State Forestry","Texas","Active","0"
"1020","ROPL_Shackelford_TX","32.922777777777775","-99.22305555555556","1180","Fort Griffin State Historic Site.  Established in October, 2018.","S&PF - State and Private Forestry","S","2019-05-20T05:00Z","Southern","Texas State Forestry","Texas","Active","0"
"1021","ROPL_Taylor_TX","32.35277777777778","-100.08999999999999","1976","","S&PF - State and Private Forestry","S","2008-08-04T05:00Z","Southern","Texas State Forestry","Texas","Active","0"
"988","Refugio","34.51833333333333","-120.07666666666667","1500","","S&PF - State and Private Forestry","S","2014-11-06T06:00Z","Southern California","Santa Barbara County FD","California","Active","0"
"992","Reyes Creek","34.67833333333333","-119.30972222222222","4045","","USFS - US Forest Service","S","2012-05-24T05:00Z","Southern California","Los Padres NF","California","Active","30"
"991","Rexford","46.39666666666667","-84.83277777777778","600","","USFS - US Forest Service","","2015-06-18T05:00Z","Eastern Area","Hiawatha NF","Michigan","Active","0"
"999","RMESF-Old Growth - Retired","36.22833333333333","-81.29888888888888","2850","Pine is mixed Virginia, loblolly and shortleaf.  Hardened off material only.","S&PF - State and Private Forestry","NW","2017-07-07T05:00Z","Southern","NC STATE","North Carolina","Inactive","25"
"989","Rendezvous Mountain ESF - Retired","36.22833333333333","-81.29888888888888","2850","Pine is mixed shortleaf, Virginia and loblolly.","S&PF - State and Private Forestry","NW","2017-06-27T05:00Z","Southern","NC STATE","North Carolina","Inactive","25"
"1002","Robbins","46.37111111111111","-89.20472222222223","1481","","USFS - US Forest Service","SW","2019-05-06T05:00Z","Eastern Area","Ottawa NF","Michigan","Active","0"
"1000","RMV","33.5","-117.51666666666667","720","","S&PF - State and Private Forestry","S","2015-04-16T05:00Z","Southern California","Orange County Fire","California","Active","0"
"1004","Rock Creek","37.55138888888889","-118.66722222222222","7040","","USFS - US Forest Service","N","2023-01-04T06:00Z","Southern California","Inyo NF","California","Active","0"
